ID,tweet,ingredients
1365796784753238017t,I feel the need to say my husband who is three years off 60 and is a policeman has not yet had the vaccine and we are very chilled about this fact It comes when it comes patience,0
1372394492456808448t, Health Canada is warning individuals with allergies to any of the ingredients in Pfizer COVID19 vaccine to not receive the shot This includes any vaccine any medicines prescribed or OTC  or food The chart is limited doesnt correspond to what Health Canada has stated,1
1364198414897057797t,Major adverse reactions to the Oxford vaccine included 5 people going deaf 40 suffering from tinnitus 6 cases of cardiac arrest heart attack 8 cases of people going blind 11 cases of brain damage 40 people suffering seizures and a total of 90 Deaths as of the 310121,0
1326950950481915904t,  Pregnant women would be the last to have the vaccine because they are normally in the younger age group and by the time they have it its efficacy should be proven Stop faffing It is an enhanced flue jab most probably with a pneumonia component aimed at Covid19 not DNA,1
1374644198272430085t,We all oppose gmo foods Gmo organisms r injected into ur body u take that in form of covishield Yes Their is no data to tell vaccine induced immunity lasts long Read what u r injected with For disease with mortality rate 1 i dont think u need to take it ,1
1349370708116328448t,    You purposely failed to say the Oxford vaccine does not contain a inactive strain virus it a different virus which gives chimps a cold and in humans produces again a similar protein that then creates a similar antibody response again no immunity still contagious,1
1303200195082096642t,  Inoviolook it up as well as Moderna All 3 of these delivery methods have nano technology that can deliver DNARNA gene coding  mutation This isnt a joke or up for speculationits way beyond that now I have leukemia with 17q deletion So No,1
1335140861894557702t, In fact Pfizer dont claim their vax stops covid spreading at all merely that it alleviates symptomsso glorified paracetamol then ,0
1365820391877341184t,now Johnson  Johnson another company at the top of the broken Big Pharma Ecosystem has created a vaccine that was rapidly approved you can research their scandals on your own my question to you is do you trust companies like these to value human life over profit,0
1341330815062519810t, Lancet research shows that Covid19 vaccines that use adenovirus vectors like the Oxford Astrazeneca vaccine headed for Africa may increase HIV infection risk Is there a credible reference for this Especially the correlation between increased HIV infection risk  vaccine,0
1370518951688503296t,Who was Kassidi Kurill Utah mom 39 tragically dies 4 days after second dose of Moderna Covid19 vaccine  MEAWW ,0
1307703254181175297t, I live in VA and totally agree Our gov is a dictator RepKathy Tran wrote Bill to protect moths and he signed it yet they abort end term babies MODERNA vaccine uses fetal cellsothers may to so be aware ,1
1326146054945902592t,  Dr Rumack reveals Covid19 vaccine contains Dihydrogen Monoxide designed to embed itself withing your collagen cells to reprogram your DNA This allows the nanonbots to infiltrate your coding and give access to your brain thus allowing basic mind control and tracking Wake up,1
1431752756964954116t,16yPfizer Covidvaccine POTS pediatrics VAERS I am a physician My son developed POTS syndrome after the second dose He was completely healthy before this  a competitive tennis player ,0
1255884027749416962t,  Keeping us safe Is that all you know how to say  hes not here to serve the people hes here to boil us slowly like frogs under Rockefellers lockstep agenda bolshivism while he serves corporate interests like the id2020 microchip vaccine certificate,1
1375828488691847172t,There a Dr In Texas that says this so called vaccine for it isnt a vaccine at all but a synthetic genetic mutation that may not work or if it does if you actually git it  it will cause you to over evolve a defense that can keep accelerating to the point it will kill you,1
1355818224307351559t,   you are brave or very drinky man if you take Sputnik vaccine,0
1284864602195611650t,   Taking a vaccine rushed to market is crazy could have bad side effects that arent known as no long term testing to find themright now Id rather risk Covid than a non tested vaccine,0
1291764101820162048t,Lower drugs yes But not a vaccine that has the Covid19 virus in it Read Creature from Jykell Island and Deep State50 years These people wants the population thinned out Taking the vaccine could kill you any way,1
1262491676569829376t,  They will be if there is Corona in vaccine grown in infected animal tissue When they meet Covid 19 or mutation theyll get very Ill Virus Storm Happened US military 2019 ,1
1297897417849933826t,Peter Navarro says we need a vaccine that is approved on Trumptime Ill tell you this I am not taking a vaccine that doesnt have approval from Dr Fauci and other learned scientists and epidemiologists,0
1367149912207589380t,To all my friends read carefully before taking the COVID vaccine ,0
1244149631275225090t,Vaccine And they might say they will vaccinate all the virus carriers in the process give you an identification chip implanted under your skin All looks like the agenda of the Antichrist COVID19 5G,1
1016796208331882497t, I know But is another instance in which the vaccine wascould be linked to death so thought Id show it as well here,0
1253869839191547907t, We are Rights activists from basic rights to vaccine mandates etc every single one of us is against vaccines due to our personal experiences and research as to why our experiences happened in the first place Everyone deserves to know ingredients  affects,1
1272561891454435328t,  Why would we trust Sanofi 75000 doses of Sanofi Pasteur flu vaccine from batch containing impurities have been used in Hong Kong ,1
1332169873338806272t,  Why would they inject people with the whole virus,1
1338297584822185984t,did you know the covid vaccine is being made from aborted babies very true and sad fact END THE SCAMDEMIC,1
1353753839136980994t, My 70 year old relative recovered from Covid and had a horrible reaction to the Moderna vaccine,0
1337863061085040646t, In the UK the first two people given the Pfizer Vaccine went into anaphylactic shock,0
1365434104053833731t, If its all I can get I guess  Still will not leave home with that vaccine  Will not feel safe  Enjoy the new normal,0
1401164547466174465t,So injecting us with artificial mRNA to make our bodies produce the spike protein What could possibly go wrong with that vaccinated vaccination vaccine Covid19 Covaxin CoronavirusPandemic ,1
1341910525022793728t,  The Oxford Vaccine contains egg so if you are allergic to egg the Oxford one has had very small trials a really tiny sample  and had its research halted twice I fear its being rushed  less effective  and has had much more serious issues linked to it,1
1433409620446490628t, Bonjour you can read it here Moderna says tainted COVID vaccines sent to Japan contained steel   Enjoy  ,1
1375530519941763075t,To Those Who Wonder Why I Refuse the Vaccine I researched the data ingredients and what Gates wanted to do with Moderna ie mRNA DNA Altering If you chose to trial on humans instead of animal trials another risk God gave me a unique DNA for only me and I prefer that,1
1365291396345790465t,      Dont these people understand globally cases and deaths slumped and the experts said it cant be due to the vaccine Lots of countries are pretty much back to normal without the experimental medical treatment,0
1233871155343298560t,  Im sure the CV useless vaccine will be mandated soon No thanks mybodymychoice ,0
1298824177957261312t,   I was not aware when I was a nurse assisting at vaccination clinics that some vaccines have fetal tissue in them How would I know The media dont mention it Im provaccine Ethical vaccine,1
1339526395693838336t,Strange how media focus on convincing public to get Covid19 vaccine yet none as yet has made a comparison of different vaccines and their ingredients We need to know what we will be injecting in our bodies  the effect a vaccine will have on us ls mercury in the vaccine etc,1
1365622734051569669t,  There is the law and there is personal choice I dont wear a mask within the law and I chose not to have the vaccine Others choose differently I think mask wearing is misguided and I think the evidence supports my view,0
1262389672237510662t, You can KEEP it No interest in being forced to take this new Poison ,1
1334681108416319490t,  If he mandated a vaccine for this manmade virus dubbed Covid19 he would loose my supportI dont think he will do that since thats unAmerican   I look for this to happen on his watch a vaccine for this virus will be optional  it will not have fetal cells,1
1253972662801612801t, disinfectant in the flu vaccine Duty of care prime minister ,1
1323366879717711883t, Please dont push CoronaChina virus vaccine on us make it voluntary We dont trust vaccinations or anything to do with Bill Gates and friends pushing their agenda of vaccine chips and NWO Please stop this from happening,1
1367172068257783808t,Has any LongCovid sufferers had the Oxford vaccine and its resulted in really bad side effects and worsening of covid related symptoms Had vaccine Monday morning and Ive had a hideous 48 hours Am wondering if its down to having long Covid and the vaccine antagonizes it,0
1377022399409963012t,Look up all the medicine or ingredients they put in the vaccines Read up on the side effects Not knocking nobody who get the vaccine but dont knock nobody for choosing to not inject that shit in they body either Agree to disagree,1
1364230595304435712t,Many people are courageously sharing that their loved ones are getting sick  dying after vaccination Dismissing their plight whilst waiting interminably for peerreviewed evidence is the equivalent of the priest  the Levite walking by on the other side of the road vaccine,0
1366769583470776322t,The Catholic Archdiocese of New Orleans urged Catholics on against taking a vaccine for COVID19 manufactured by Johnson  Johnson because the vaccine is developed from stem cells obtained from two abortions HmmmJJ refused comment at this time ,1
1294464800722948098t, Hi so you state that only 1 person got a mild fever from the Novavax vaccine Care to elaborate on other SAEs Ill help at least 10 had severe of everything else Why the omission,0
1326952101553991681t,    Oh no Vaccines are not tested for carcinogenic or mutanagenic effects ,0
1353408383156703233t,  Van Tamiflu is more importantly allowing frontline healthcare workers to have the vaccine as a priorityso they can infect and reduce our aging population even more ,0
1255587686431240192t,     In the US yes the UK is more about informed consent ask questions about the preservatives added to the vaccine if they dont offer an alternative you can refuse,1
1334875263314907137t,  Show me a live virus outside of a host and in a vaccine  The reason this pfizer vaccine is kept at such low temperatures is because RNA is highly unstable and NO ONE KNOWS what type of PROTEIN it will assemble into in the host once replicated Yes mRNA,1
1262766645325393920t, Because Bill Gates needs a PR man at the White House while hes busy paralyzing and killing children with toxic vaccines  VaccinesWork to injure and kill,0
1395319022950907907t,A 53yearold South Australian man is being treated in intensive care for blood clotting that health authorities say is linked to the AstraZeneca vaccine ,0
1334085259613401090t, Pfizer has had a history of controversy  court cases Corona virus mutations have 99 curability Why a vaccine,0
1370418161330307077t, Considering our country has been behind almost every nation from the start on this covid response why not keep using a vaccine that other countries find dangerous terribleleadership TrudeauWorstPMEver,0
1304134850912247808t,Serious adverse event in AstraZenecas COVID19 vaccine trial revealed as spinal inflammation disorder caused by toxic adjuvants   ,1
1331403250667405312t, Thats right Unfortunately I think some have sold out for money I used to get flu vaccines from work They never disclose what is in them when you get vaccinated I saw the label for AstraZenecas Recombinant Looks like DNA I have enough of my own thanks,1
1353709279614803968t,   Cant put that down to vaccination Vaccines dont prevent infection Which is why infections and deaths within 28 days of a positive test will not be reduced by it So a vaccine but a neverending lockdown Welcome to a country ruled by Sage communists,0
1355396953828282376t,VAERS 57 yo  got PfizerVaccine at work Death 3 days after receiving 2nd dose of COVID vaccine unknown if related to vaccine administration ,0
1334571290775064577t,Has  reviewed the covid vaccines to make sure they are safe for us to take I need expert medical advice before I put anything in to my body,0
1318940139566075905t,  Im not anti vax but dont want nano particles of aluminium in my blood stream We dont want diphtheria and polio back either So whats the solution Having mumps reduces chances of ovarian cancer because it activates the same immune pathway Vax doesnt do that,1
1342000302128553986t, Look at all the sheep here Go on ask the Moderna reps if they can cure HIVs RNA spike protein mutations Fcks sake ,0
1303571229295616000t,The mainstream media seems to have been instructed by BIG PHARMA to keep the cameras in front of the morgue until the vaccines are brought This strategic LIVE REPORTING is key here to prove this pandemic true in the public eye oxfordvaccine ,0
1314323331177484288t,  This is what they are doing with vaccines they are pressuring the FDA to allow emergency authorization orders The FDA says it is fighting back but if they issue EAO then BOOM trumpwill be screaming he made the vaccines and ended covid,0
1322477345610096640t, Malaria vaccination maybe But we all know whats in it,1
1328103462094196736t,Covid19 vaccine from AstraZeneca contains the lung tissue of a 14week old aborted Caucasian male fetus and they expect a high number of people to die from it This is their stepbystep plan to depopulate the world Watch the explanation video here ,1
1301889588701528064t, LOLOLOL because it gave people COVID Who would trust a Russian vaccine,0
1265552247888515078t, Never no never will my husband and I nor our 6 children take it No VAX for 14 YRS ALSO SYNTHETIC CORONA RNA VACCINE they are testing literally makes you part AI and requires a burst of electricity into your arm to open your cells Then Luciferase quantum tattooHECK NO,1
1336817982161309699t,   I am I got them as a kid Ive never chosen to get one or gotten one as an adult Ive never gotten a flu shot I never will I will never get another vaccine Definitely not the Covid vax,0
1329308846507089920t,Pfizers COVID19 vaccine contains experimental nanotech components NEVER been used in vaccines before ,1
1319305070777929731t,Dr Hilleman father of Mercks vaccine program warns that exposure2 mercury in some vaccines may harm kids ,1
1253267483500429312t,   Good luck to them  They will be installing scanners at the airports why because the vaccine will have a chip to detect you had it or not  Its not a conspiracy its the fact  People need to look into details,1
1365448235297296384t, A BioNTech  is Nano Technology to Track you Harvest and mutate your DNA and control your bodily functions ie Hormones It is Not and Never Was a Flu Vaccine ,1
1342230038964559877t, Lol by injecting people with RNA activators ,1
1333542642777350146t, COVID  a 99 survivability rate If folks want a vaccine that maymay not have hinky ingredients in there wquestionable longterm problems eg GatesAfrican kids then bang on They can do what they want I should have the same right to refuse it wout being depersoned,1
1445924780214038529t,BREAKING Project Veritas Pfizer Whistleblower Reveals Internal Emails Discussing Covid Vax We Want to Avoid Having the Info on the Fetal Cells Floating Out There ,1
1297302986960416768t, while it will probably cure you of the Corona going on the hunch that this was virus was created by the Dems and Chinese you have to figure they already have all the vaccines ready it will almost certainly put some technology in your body 4,1
1293667681804132353t, mRNA based vaccines for covid19 as the one developed by Moderna might be dangerous They use human ribosomes in cells to produce some SARSCoV2 proteins The amount so obtained might trigger an excessive immune response eg for already infected people ,1
1329900014534078467t,MRC5 is currently used to make Hepatitis A Varicella chicken pox  Polio vaccine Its taken from lung tissue of 14 week old aborted males   Our drug companies depend on abortions no wonder Planned Parenthood is big business   I heard today its in the new Covid vax  ,1
1399342989550436356t,  Or really really ignorant Take a look at what was dropped this past week regarding S1 in serum coagulopathy thromboemboli and now Astra Zenecas human protein contamination in its vector based vaccine What a disaster,1
1364646626678231044t,   We will see if the vaccine holds up too The vaccine isnt a cure its just a booster for your immune system against the virus seen a lot of people think they cant get the virus once their vaccinated there is a chance those people might mutate the virus against the vaccine,0
1244049768222990336t,  There is no exit plan I believe there is a vaccine but will only be realised when the time is right however dear knows when that will be What will be in the vaccine worries me,1
1375880163850866691t,  Nothings free A dont know what your praising the cult for your free vaccine Fuck all to do with them  55,0
1288190128633110528t,  A vaccine wont be mandatory so it isnt  going to matter eventually people are gonna say screw it they already are,0
1331595696831688705t,  I am all for vaccines that affect children  5  Covid doesnt fit that bill though,0
1436932256338092038t, The longest safety study on the vaccine is not even 12 months Pfizer deliberately destroyed their original study population by vaccinating the control arm after 6 months,0
1306379969065627648t,All the talk of a vaccine  I heard this and it rang true in my soul If a flu vaccine is tainted and they are why would we believe a Covid vax wouldnt be IF BIG IF I ever HAD to take a covid vax I would only take one originating from Israel Holy land Jesus birthplace,1
1260258769524662276t,the lady who gives the animals vaccines didnt even know that Aluminum AND Formaldehyde which are HARMFUL ingredients are in all vaccines kinda sounded confused exactly they dont teach facts about vaccines in school theyre poison and can cause illnesses vaccinesArePoison,1
1303489672191053824t,Halt Volunteer in the UK trial got transverse myelitis inflammatory syndrome affects spinal cord sparked by viral infections AstraZenecas vaccine relies on a chimpanzee adenovirus modified to carry coronavirus genes and deliver them into human cells ,1
1394684981537017860t,13     17 May 2021 Hal Turner Radio Show  Connecticut Publishes Moderna COVID Vax Ingredients DEADLY POISON SM102  Not for Human or Veterinary Use   ,1
1326250582248738816t, Shhh too many folks busy running up Pfizer stock price  betting on liability free vaccine w clinical trial of 130 very healthy people half placebo who got meningitis shots rather than saline to compare  half or 60 healthy people got the vaccine w efficacy measure adjusted,0
1337746876041293825t,  Pfizer vax wasnt tested on many over 60 if your mum is on any meds the Pfizer vax hasnt yet been tested against any other medication If she has any allergies note it canhas already produced heightened immune responses Former Pfizer Chief ,0
1328613793740566528t,Reported that Pfizer CEO sold his millions of shares as the share price rocketed and made a personal fortune of Millions as a result  nothing altruistic about Pfizer is there ergo can their vaccine be trusted  highly doubtful,0
1326765213195137025t,   Do you know its its less than 50 effective Do you know the ingredients of a flu shot,1
1311002177545089029t,Please sign this to stop them from using sharks to make the COVID19 Vaccine  covid sharks  savetheplanet SaveTheWorld savesharks sharkweek,1
1350227314055933953t,I was concerned about World Visions support and collusion with vaccines Even the covid vaccine So I withdrew my support Theres corruption at World Vision Funds sent to a terrorist supporting organization ,0
1412433742187175938t,Saying this for weeks Is some of this because were short of suitable vaccines for the young Did they put too many eggs in the AstraZeneca basket then found unsuitable for under 40s Are they opening up now for fear of exposing failures of their brilliant vaccine roll out ,0
1364142014183440388t,  I am having a huge problem with this vaccine ID talk the vaccine does not stop you getting nor transmitting the virus however having the vaccine can cause huge complications in some inc infertility yet everyone is keen to continue down the route of experimental vaccinations,0
1260796967577202689t, The entire vaccine agenda is to implement the Beast Technology    COVID19 vaccination to give every human on  a quantum dot micro needles mark ID2020  a human implantable device for buying  selling cryptocurrency with a patent number of 060606,1
1340014690403938304t,Well they better do because I lost confidence on Pfizer BioNtech vaccine because it causes allergic reaction to some people There should be an alternative ,0
1414896656135381000t, Evidence that Pfizers experimental gene therapy mRNA vaccine is composed of GOcoated PEG nanoparticles is supported by the fact that 1 the patient had his first episode of acute idiopathic myocarditis 4 months before relapse ,1
1326493920935686145t,  Im not anti vaccine but looking at the company Pfizer producing it their record hasnt been too great has it ,0
1330406756405669895t,   THE known sequence in a host The known sequence of what Are you saying the human body has only ONE protein that needs to be compared to the viral spike protein sequence Lmao Its hilarious watching you try to science ,0
1370457483362246658t,batches of PfizerBioNTechs covid19 vaccine had lower than expected levels of intact mRNA  So theyre basically injecting broken mNRA code into ppl I know what broken code does to computersmy god wth would it do to humans,1
1392075540518035461t,   You mean the study Oxford was involved in and which they themselves said showed that their vaccine provided minimal protection against the South Africa variant ,0
1431915814505099267t,Two men died after each was administered a dose of Moderna Incs COVID19 vaccine that was among lots later suspended from use following the discovery of contaminants ,1
1253979178569019393t,  Our freedom comes in the form of a toxic vaccine and a digital microchip controlled by God knows who,1
1262832814392836103t,Eight test subjects does not make a study  vaccine Moderna notarealstudy  ,0
1354426639413866497t, My Moms home came out in a severe covid outbreak 11 days after the vaccination my Mom tested negative and remains wellshe didnt have the vaccine Nadhim refuses to comment and ignores me,0
1265096162748641280t,  Heres Oxford Uni lamenting that theyd like the virus to stay around a bit longer so they have a chance to force their vaccine to behave as its been a failure so far ,0
1343201175877775360t,Also we not going to give the RNAbased Corona Vaccines to our kids under 18 because it is so new and this AstraOxford Vaccine used the oldfashioned timetested doublestranded DNA of a harmless virus which we leaning towards taking ourselvesRNA OK for us Old Folks too ,1
1336653578698518531t,Warning as two NHS workers have allergic reactions to Pfizer Covid jab Here we go Untested Required Disaster Thats my COVID haiku for the period ,0
1406739049411403781t,350 doctors  HC workers hit wCovid19 in Indonesia majority were wSinovac Costa Rica dealing wsevere Covid19 outbreak rejected delivery of Sinovacdue to efficacy concerns Despite60 of citizens wat least one shot Uruguay has 1 of highest Covid19 death rates,0
1325885918784401409t,FUCK BILL GATES THE MURDERER I WILL NEVER TAKE THE POISON VACCINE BECAUSE IM NOT DUMB billgates pfizer covid covid19 vaccine vax antivaxx BioNTech,1
1328795953336348681t,  Cant wait to see your antivax voters react to you pushing this tracking chip injection on them This is obviously because of the new world order trying to inject Tennessee with their poison to bring on the apocalypse governor,1
1433324330415529987t,Blackpink particle from the vial of Moderna COVID10 vaccine in Japan vaccination stopped ,1
1355266320854618114t,  looks like pfizer vaccine has too much pep in it for the elderly strange we havent had any reportings ,1
1251000898890981381t,   Dont get the vaccine when its available Play Russian Roulette,0
1338157421819203591t,    I hate to agree with you but I dont trust the vaccines at all,0
1374594175023390723t,No vaccine for me no thanks keep that needle da fuck away    ,0
1355329956444831747t,From a medical standpoint this is just fucking ridiculous and exactly why I stand behind people refusing to get the vaccine,0
1288238063546638338t, 2021 is fine it will take time for the smoke to clear Many also wont be taking the vaccine too though,0
1282483185666981893t,   Literally every expert has been wrong on every single thing to do with covid but you keep on trusting them like a good little sheep  Just a mask  Just a chip Just a boxcar for your safety  Just a required vaccine  Just some liberties you dont need right,1
1340539966804418566t, Aaahahaha no If my wife is pregnant shes not taking any vaccines Why Vaccines were not tested well enough Says Pfizer,0
1328399362095923203t, Doctors killed people with aidshiv etc medicine  And they written corona death First media create fear to get TRP Then Bill Gates company create fake corona vaccine to get huge money,0
1298499965094961153t,    Right after that the childhood vaccine schedule went from 23 doses of vaccines to 46 doses around 1990 Now it is 73 In 1985 the rate of Autism was 1 in 2500 children Now it is 1 in 38 ,0
1415949897409474561t,Report FDA to Announce Warning on Johnson  Johnson Vaccine Related to Disorder ,0
1280529383011295234t,   I dont care if its free  I wont be taken it thats for sure  Give to Trumps supporters,0
1377135051247259655t,Imagine having to explain to your kid they are a reptile because you got a vaccine for a virus with 99999999999 survival rate so you can go to the grocery store and get frosted flakes,0
1316035946836561920t,This is totally uncalled for to kill off that many sharks 500000 sharks could be killed for a COVID19 vaccine ,1
1108982234156093441t,The ugly truth Ms Clinton is that vaccines are loaded with toxic chemicals This has been proven by whistle blowers at the CDC and of course the one out of five children that are perfectly normal until taking the vaccine and then they develop neurological disorders,1
1336886694524547072t,Wellit proves its still very early days for Vaccines  first recipients are unwittingly the test specimens UK issues anaphylaxis warning on Pfizer vaccine after adverse reactions ,0
1326365573719203845t, Pfizer the vax company have had 80 offences in 20 years totalling almost 5000000000 in fines with the top violations in health care related offences Ill take my chances with the 997 survival ,0
1273765497364901888t, Funny how they were testing covid vaccines on 16 to 18 yearolds when most deaths were in 50 to 90 range hmmmmm,0
1347014098794340353t,  The Pfizer vaccine may well not get us there either  we only know of its protection vs disease not infection Herd immunity may not be the endpoint  a population that is mostly protected vs severe Covid19 and where transmissibility is significantly cut may be more likely,0
1412339200817467416t,Boy 16 had cardiac arrest after exercise following 1st Pfizer vaccine dose  Yahoo Philippines News ,0
1339197009308364800t, Im not a candidate specifically for Pfizer vaccine because many health experts are telling people who have severe food allergies like my peanut allergy to not take that vaccine because theres a protein based substance that causes a reaction to people like me with an allergy,1
1376120995124285447t,Number of people in ICU with covid fallen by 70 scaremongering by mainstream media Everyone needs to wake up and stop tolerating this shit Next is vaccine passports Conspiracy my arse theyre controlling us and youre stupid if you cant see otherwise,0
1333124874018156547t, I say  is free2profit from a good clean vaccine I have no problem w them making but just keep a Golden Rule of only selling stuff theyd actually take Its the most simple move2call   get a deal2put Astaxanthin in the drugs A vax can be no sd effect ,1
1412444569782960130t,Public health officials in Israel some of the best doctors around trained in premier USA hospitals now report that even after 2 jabs of the most effective vaccine Pfizer its only 64 effective at halting asymptotic and symptomatic transmission of Delta  UK Gov strategy mad,0
1364739876961320962t, To kill people that take it There is a bunch of drugs put together along with other things You should look it up to see whats really in the vaccine I will quit my job if they force me to get one,1
1254220764754018304t, I would like to know this The SARS and MERS vaccine had a lot of problems in animal trials The issue was reexpose caused a very strong immune reaction that killed the hosts I am very wary of RNA vaccines They have never been able to have a successful one in the past,0
1331289951883976714t,  Aye mate Mike yeadon a man that advised pfizer for 35 years you know the company that you will jump at their vaccine  aye thats right dismiss an epidemiologist if that makes you feel better make you rather daft mate easier to call it conspiracy than actually look right,0
1269452827614740480t, Big if I am very wary of Modernas PRs on this After their first release they immediately issued more shares at an inflated stock price Insiders have been selling their shares And this is also not a normal vaccine that uses dead or weakened viruses,1
1365026236414713862t,Imagine being fine for over a year and then erupting into celebration for getting an appointment to get an experimental vaccine that no one on earth knows what will happen because of said shot in the future ThisIsFB,0
1332180684539125761t,The OxfordAstraZeneca vaccine also seems to produce relatively high rates of adverse events If you want to dig further into this vaccines story and issues Ive laid out a more detailed rundown of the OxfordAstraZeneca trials and sources here ,0
1442304903976681475t,DO THESE COINCIDENCES EVER END  Ontario First Nation residents given expired coronavirus Pfizer vaccine   ,1
1245491850087202817t, Fauci is funded by bill gates who wants everyone to be vaccinated and chipped It wont stop with a covid vaccine itll be every vaccine they choose and all that they develop in the future Oh and the flu vaccine raises Coronavirus risk Who know what the covid vax will do,1
1094294615711236096t,  Please dont be so harsh I vaccinated my children but one of them had severe allergic reactions to a vaccine ingredient  If he has children should he be forced to vaccinate them even at the risk of his children having a similar lifethreatening reaction,1
1376528608492015619t, The authorities are using vaccine recipients as lab rats contrary to the Nuremberg Code ,1
1376511700019597316t, Injecting a genetically engineered AI implant aka covid19 vaccine into anyone let alone fit and healthy people is outrageous must be stopped before its too late Time will prove me right I fear,1
1296160514591129600t,The fine print is that historically simply injecting viral proteins into humans has not created an antibody response robust enough to protect against viruses So adjuvants like aluminum an fetal cell lines were added to create a more robust immune system response CovidVaccine ,1
1364050929054412804t, Dont get the vaccine its harming and killing people The moderna one may have aborted fetuses in it They all could So if you are Catholic you cant get it then if thats true Just dont get it They could have the mark of the beast in it and you will go to hell if you get 1,1
1359838644966670336t,     50 year old on BP meds does of Covid but he had comorbidities he died from stable controlled hypertension 92 year old dies a week after vaccination from his long unstable heart condition vaccine killed tons of people,0
1372302096977043457t,The more you know Did yall know that Johnson  Johnson did use aborted fetal cells  that is cells from a baby that has been aborted in its creation of the COVID19 vaccine They did it has been verified ProLife ,1
1326319285753569280t, What actually is in Pfizers new vaccine Is it going to be the same old formaldehyde and Mercury,1
1343985032235524097t,Nou dat gaat de goede kant op More Death and Fever from Pfizer Vaccine than Covid ,0
1326871041721966594t, If the govt has such confidence in the vaccine then make it freely available to everyone who wants it and drop all the covid isolating guidelines so the country can live  work unfettered and avoid further risk to the economy and non covid related health issues,0
1338480558129614848t,i want to know why the Pfizer vaccine is technically not also a virus someone said it does not reproduce itself but that is not true it enters a cell and tells it to make the sprotein spike of the SARSCoV2 virus which then leaves the cell and does the same to other cell,1
1339543423821508610t,Pay attention 2 language  describing deaths News reports a surge in COVIDRELATED deaths We have no deaths from pneumonia bronchitis other lung diseases But what is the annual death rate for flu unrelated to covid19 No push for treatments just vaccine for future,0
1298130815679975424t,Religious leaders set to boycott Oxford University vaccine developed using aborted foetus  ABC News ,1
1371552949793607683t,People absolute begs for the covid vaccine sicken me especially after Spain have suspended vaccination with astrazeneca that vaccine aint letting you go nowhere except the emergency room lmao,0
1421224499601559552t, Big donors are making windfall profits and pushing further Pfizer Forecasts 335 Billion in Covid19 Vaccine Sales  WSJ ,0
1367233122467684361t,  I believe the Oxford vaccine is the only one that is made like traditional vaccines and not one of mRNA vaccines  which havent been tested enough lets face it as important as their roll out might be I wont be rushing to take a mRNZ vac I just wont travel etc,1
1355889760821149706t, Vaccines from Sinovac Sinopharm and CanSino Biologics use porkderived gelatin Sinopharm in particular is the most unsafe vaccine developed till now Pakistan is officially Porksitan now,1
1243984323637846019t,   Why do you believe the influenza death numbers Its a billionaire dollar industry to sell useless Tamiflu and scare millions of healthy people into taking a semiuseless thimerosolcontaining vaccine annually  Influenza deaths are at least 10fold exaggerations,1
1338379308662976512t,  Please advocate for vitamin D3 Instead of a chemical protein substrate vaccine Protect our troops with vitamin D3 Not with an mRNA vaccine stronger immune systems prevent COVID19 from weakening the body,1
1314355950858297344t,Bill Gates on Track to Grow His Fortune Through Foundations Ties to Vaccine Makers  Childrens Health Defense  10 Billion increase to his fortune during Covid Lock this man up,0
1330708579947589632t,In 2022  will have perfected his Neuralink chip and theyll make them mandatory with the COVID19 vaccine Youre all going to vote Harris and youre going to like it If you vote for anyone or support anyone outside the duopoly ZAP,1
1354543537078095880t,  One dose of the least efficacious vaccine to the most vulnerable in most cases The rush to be first and drape everything in the flag may well have led to poor and risky decision making Johnsons risk appetite is huge as a narcissist he doesnt care about the outcome or people,0
1374745418773491713t,Johnson  Johnson couldnt even keep a pussy roof dry without giving it cancer  yall wanna trust a vaccine from them,0
1319306805621633026t,Btw that free vaccine may end up being cows une Be careful before you take it,1
1338893151877165057t,   Up to them and many of those have been used long term Im not anti vaccine as have had many of those mentioned But wouldnt want this one  the main reason is that covid isnt significant enough for the risk Id much prefer covid,0
1302966076985102338t,  Why would we need a vaccine when Hydroxychloroquine cures COVID19 Say no to the poisonous vaccines ,1
1296001697685344262t,    Obviously you cant fully comprehend what this virus is and how its working There are many Coronavirus out there theres never been a vaccine created for 1 of them Why would they suddenly find 1 for Covid 19 Plus theres multiple strains already of Covid 19,0
1320324854755872770t, If the NHS give their staff their wonder flu vaccine they may soon face staff shortages Dozens have died in South Korea after recent flu shots,0
1285928619487965185t,    Whats in the vaccines People have the right to know  Do u work with  IF SO that needs to be disclosed   Have you or your family members received the vaccine How  bout you start there  let us know how it goes,1
1340603509134274560t, Moderna never succussfully brought a product to market the leading financial supporters have already cashed in their shares Do you trust it Nah Ill take my chances ty,0
1303102943747551233t, nobody wants ur backdoor russian vaccine but pls u take it first,0
1375138818202943494t,In other words thevax probably will not be effective long term They shouldve been working on a treatment pharmaceutical a year ago in tandem with a vax Pfizer begins phase 1 study of oral COVID19 treatment drug ,0
1288070819629993985t,  Factually untrue Fauci has known of the effectiveness of HCQ in treating COVID since 2005 Plus why would you assume a vaccine would solve anything We have a flu vaccine yet we still have millions of cases of the flu and flu deaths every year This will be no different,0
1340139893146566656t, F u take release Pfizer vaccine I hope they bust you on security stock fraud,0
1284643140834594816t,  The Moderna vaccine is produced using fetal cells I think,1
